-0.07604959	0.07712692	-0.002116966	0.010891723	0.010674209	0.046415646	0.013369751	0.058528513	-0.04834674	0.023734488	0.10141438	-0.01521084	0.01389537	0.0017290778	0.0035544487	0.02863729
0.0017173549	0.09555803	0.018799739	0.05636665	0.00222705	0.039354943	0.012598956	0.043328602	-0.06966555	-0.012505616	0.06166489	-0.03918327	-0.06107551	0.035320103	-0.0048984024	0.07488086
-0.07089559	0.04423623	0.00010844477	0.01634206	-0.05051852	0.07646432	-0.024339007	0.08968234	-0.102342874	0.030569134	0.009653307	-0.0062129465	-0.07585945	0.04686535	0.0076231495	0.062609434
-0.051852636	0.011906748	-0.040850256	0.03332643	0.02571699	-0.03249347	-0.009348254	0.053980958	-0.09131077	0.03281463	0.068254896	-0.07806554	-0.0068502957	0.058314744	0.0073078563	0.055865407
-0.07736201	0.084866926	0.01918654	-0.023837106	-0.0027030474	0.030531151	0.059642863	0.038988724	-0.057837497	-0.010760735	0.0200268	-0.02590444	-0.050592575	0.018660523	-0.048441082	0.0002930972
-0.005502105	0.09209514	-0.019658985	0.066461645	0.008570353	0.013666446	0.039940152	-0.041013494	-0.10224094	0.018823083	0.06430234	0.021302583	0.035357356	0.04807153	-0.037052605	0.07332568
-0.13656513	0.07870035	0.012080018	0.024123745	-0.055950325	0.021721797	0.003772296	0.08046993	-0.08138866	-0.0046634893	0.048328884	-0.115119375	-0.060752347	0.014799067	0.026244044	0.08836196
-0.04064067	0.056671314	-0.033617202	-0.03494131	0.028534247	0.028487667	0.01454483	0.035537284	-0.095896944	-0.021599138	0.038775064	-0.043252125	-0.01541581	0.013485591	0.040174555	0.0519561
-0.050351046	-0.009638387	-0.038909238	0.032338828	-0.0012267947	0.079665296	0.016712554	0.068533376	-0.07866518	0.016507292	0.083961345	0.0053266617	-0.04744406	-0.041379504	0.079341695	0.050475445
-0.026496554	-0.018773027	-0.029723197	0.060236603	-0.021772621	0.018963601	-0.042485833	0.028410431	0.0048793345	0.025597809	-0.0046463916	-0.04696289	-0.043003786	0.029854076	-0.007555783	0.048411306
-0.055504933	0.056906246	-0.030021504	0.05303297	-0.037328314	-0.006443069	0.008212382	-0.051901378	-0.019335944	0.022823362	0.08323176	-0.052121866	-0.017610958	0.0147699565	-0.020189624	0.026508773
-0.02396212	0.09820623	-0.04512015	-0.0041778698	0.01596605	0.027554113	-0.011744498	0.16001426	0.016513571	0.062244758	0.009612072	-0.038336072	0.050222922	0.06974208	-0.003828933	0.047294352
0.016940108	0.011282472	-0.007938733	-0.0036719197	-0.057058625	-0.007576723	0.017367322	0.04811513	-0.1331593	0.0026586892	0.028626775	-0.067511335	0.0267708	0.0104682455	-0.011997877	0.057329863
0.010052433	0.07698107	-0.046942394	0.07287548	-0.025701104	-0.04345406	0.033571087	0.041583642	-0.043453183	0.0012741984	0.09240063	-0.04635265	0.07303074	0.035639044	0.058716748	0.014613517
0.009232385	0.03806657	0.043720778	-0.037689276	0.0022434946	0.021572625	0.0020196969	0.060488127	-0.09873555	-0.03818855	-0.03085216	-0.016945906	-0.10864488	0.006913538	0.0015239373	0.0766655
